datafile,description
A1I8.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=CHROMOTHRIPSIS;BRAF mut;PTPRB mut;BRAF amp;CDK6 amp;EGFR amp;MET amp
A1IC.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=QUIET;ALK mut;CCND1 mut;CCNE1 mut;ITK mut;KDR mut;MET mut;PDGFRB mut;STAT6 mut;TET1 mut;USP6 mut;BRAF amp;CDK6 amp;EGFR amp;MDM4 amp;MET amp;NTRK1 amp;ARID2 trunc;NF1 trunc;KDM5C hetdel & mis;STAG2 hetdel & mis
A1J5.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=DM;FOXA1 mut;MET mut;MYH9 mut;MYO5A mut;PIK3CA mut;RANBP2 mut;CCND1 amp;CDH1 trunc
A1KU.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;CCND2 amp;CDK4 amp;HRAS amp;MDM2 amp;PDGFB amp;TERT amp;PMS2 germline pathogenic
A1KW.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;CDK4 amp;MDM2 amp;TERT amp
A1L0.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;FLT4 mut;CDK4 amp;JUN amp;MDM2 amp;MYB amp;NTRK3 amp;ROS1 amp;ATRX homdel
A1L2.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;BRD4 amp;MAP2K2 amp;MET amp;NTRK1 amp;TERT amp;AMER1 homdel;ATRX homdel;BCOR homdel;CDKN2A homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel
A1L3.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;IL7R mut;CDK4 amp;MAP2K1 amp;TERT amp
A1LG.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=CHROMOPLEXY;ABL2 mut;CBL mut;STAT5B mut;BRD4 amp;FGFR1 amp;MYC amp;NCOR1 hetdel & mis;CDH1 homdel
A1LK.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=PYRGO;APC trunc;TP53 trunc;BUB1B homdel;PTEN homdel
A1LL.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=INVDUP;MYH9 mut;CCND2 amp;KRAS amp;MDM4 amp;NOTCH1 amp;TP53 trunc;PTEN hetdel & mis;CDKN2A homdel;NF1 homdel
A1LZ.json,tumor_type=UCEC;dataset=TCGA;organ=Uterus;lineage=Endometrial cells;cluster=PYRGO;IDH1 mut;PAX8 mut;PIK3CA mut;PTPRK mut;USP6 mut;AKT2 amp;ALK amp;CCND3 amp;CCNE1 amp;ERBB2 amp;ERBB3 amp;MYB amp;MYCN amp;NTRK1 amp;PIK3CA amp;ROS1 amp;SOX2 amp;KMT2C trunc;TP53 hetdel & mis
A1M8.json,tumor_type=CESC;dataset=TCGA;organ=Cervix;lineage=Cervical squamous epithelium;cluster=BR;REL mut;BAP1 homdel
A1M9.json,tumor_type=CESC;dataset=TCGA;organ=Cervix;lineage=Cervical squamous epithelium;cluster=INV;EZH2 mut;ERBB2 amp;KMT2C trunc;FBXW7 hetdel & mis;SMAD4 hetdel & mis
A1MI.json,tumor_type=CESC;dataset=TCGA;organ=Cervix;lineage=Cervical squamous epithelium;cluster=TRANSLOCATION;ERBB3 mut;IL21R mut;AKT2 amp;CCNE1 amp;ARID1A trunc;KMT2C trunc;SMARCA4 hetdel & mis
A1ML.json,tumor_type=CESC;dataset=TCGA;organ=Cervix;lineage=Cervical squamous epithelium;cluster=DM;ESR1 mut;FUS mut;MAML2 mut;MET mut;PIK3CA mut;RANBP2 mut;PIK3CA amp;SOX2 amp;KMT2D trunc
A1MQ.json,tumor_type=CESC;dataset=TCGA;organ=Cervix;lineage=Cervical squamous epithelium;cluster=SPARSE;
A1MY.json,tumor_type=UCEC;dataset=TCGA;organ=Uterus;lineage=Endometrial cells;cluster=BR;ARHGAP26 mut;ARHGEF12 mut;EWSR1 mut;ITK mut;JAK2 mut;MLLT3 mut;NSD1 mut;AKT2 amp;CCND2 amp;CCNE1 amp;ERBB2 amp;FGFR4 amp;KRAS amp;PDGFRB amp;TERT amp;APC trunc;EXT1 hetdel & mis;POT1 hetdel & mis
A1NH.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=TRANSLOCATION;BCL11B mut;CBFB mut;IL7R mut;PIK3CA mut;MDM4 amp;NTRK1 amp;PIK3CA amp;SOX2 amp;ARID1B trunc;WAS trunc;CDK12 hetdel & mis;SMARCD1 hetdel & mis
A1NN.json,tumor_type=UCEC;dataset=TCGA;organ=Uterus;lineage=Endometrial cells;cluster=BRD;BRD3 mut;BRD4 amp;MYC amp;FBXW7 trunc;TP53 trunc;RB1 homdel
A1P8.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=BFB;FGFR1 amp;KDR amp;KIT amp;KRAS amp;PDGFRA amp;NOTCH2 trunc;APC hetdel & mis;TP53 hetdel & mis;PTEN homdel
A1PB.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=DDT;MLLT10 mut;PTEN homdel
A1PC.json,tumor_type=BRCA;subtype=BRCA_unknown;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=DM;PIK3CA mut;CCNE1 amp;ERBB2 amp;KRAS amp;MDM4 amp;NTRK1 amp;PIK3CA amp;SOX2 amp;TERT amp;TP53 hetdel & mis
A1PH.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=PYRGO;AKT2 amp;CCNE1 amp;FGFR1 amp;MYC amp;NTRK1 amp;TP53 trunc
A1Q1.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=CHROMOPLEXY;NRAS mut;AKT2 amp;BRAF amp;CCND2 amp;CCND3 amp;CCNE1 amp;CDK4 amp;CDK6 amp;EGFR amp;KRAS amp;MDM2 amp;MET amp;MYC amp;NOTCH2 amp;NRAS amp
A1Q5.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=CHROMOTHRIPSIS;BRAF mut;CTNNB1 mut;GNAS mut;CDKN2A homdel
A1QL.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;XPC germline pathogenic
A1Y8.json,tumor_type=UCEC;dataset=TCGA;organ=Uterus;lineage=Endometrial cells;cluster=PYRGO;FGFR2 mut;PIK3CA mut;PPP2R1A mut;MYC amp;TERT amp;TP53 hetdel & mis
A1ZD.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=CHROMOTHRIPSIS;AKT1 mut;BRAF mut;MYH9 mut;NFIB mut;NOTCH2 mut;BRD4 amp;MDM4 amp;MYC amp;NTRK1 amp;CDKN2A homdel
A1ZK.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=BFB;CARD11 mut;CCND3 mut;EGFR mut;GATA2 mut;GNAS mut;HIST1H4I mut;IL7R mut;KDR mut;KRAS mut;NR4A3 mut;PDGFRA mut;PTPRB mut;RAC1 mut;RANBP2 mut;TET1 mut;CCND1 amp;CCND3 amp;FGFR3 amp;KDR amp;KIT amp;MYC amp;PDGFRA amp;AMER1 hetdel & mis;DICER1 hetdel & mis;NCOR1 hetdel & mis;PRDM1 hetdel & mis;TET2 hetdel & mis
A1ZP.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=DM;BCL6 mut;IDH1 mut;MET mut;NRAS mut;RAC1 mut;SETBP1 mut;TCF7L2 mut;CCND3 amp;MDM4 amp;NTRK1 amp;NTRK3 amp;NF1 trunc;ATRX hetdel & mis
A1ZU.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=BRD;RAC1 mut;BCL2 amp;MAP2K2 amp;MDM4 amp;MYC amp;PDGFB amp
A20P.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=DM;FGFR3 mut;FGFR3 amp;ERCC3 trunc;KDM6A trunc;TSC1 trunc;ERCC3 hetdel & mis
A20Q.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=SPARSE;H3F3A mut;KMT2A mut;ARID1A trunc;NCOR1 trunc;TET2 trunc;CDKN2A homdel;KDM6A homdel;MAP2K4 homdel
A20T.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=CHROMOTHRIPSIS;ERBB2 mut;FGFR3 mut;JAK2 mut;JAK3 mut;NSD1 mut;PTPRB mut;FGFR3 amp;PALB2 hetdel & mis;CDKN2A homdel
A20V.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=BR;NOTCH1 mut;ALK amp;CCND2 amp;FGFR1 amp;JAK2 amp;NTRK3 amp;PIK3CA amp;SOX2 amp;TERT amp;NOTCH1 hetdel & mis
A216.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=PYRGO;MDM4 amp;TP53 hetdel & mis;PTEN homdel;SMAD4 homdel
A217.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=DDT;ARHGEF12 mut;RANBP2 mut;NTRK1 amp;PDGFRB amp;TP53 hetdel & mis;DNMT3A homdel
A22O.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;BRAF mut
A22Z.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=TRANSLOCATION;BRAF mut
A233.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;BRAF mut;NOTCH2 mut
A23B.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=SPARSE;CCND3 amp;ARID1A trunc
A23M.json,tumor_type=UCEC;dataset=TCGA;organ=Uterus;lineage=Endometrial cells;cluster=PYRGO;AKT2 amp;CCNE1 amp;ERBB3 amp;FGFR3 amp;MYC amp;MYCL amp;MYCN amp;SOX2 amp;PIK3R1 trunc
A23R.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;BRD4 amp;CCNE1 amp;CDK4 amp;FGFR1 amp;FGFR4 amp;JAK2 amp;MAP2K2 amp;MDM2 amp;PDGFRB amp;ERCC5 homdel;EZH2 homdel;NF1 homdel
A240.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;CCND2 amp;CDK4 amp;CDK6 amp;ERBB3 amp;MDM2 amp
A24D.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=CHROMOPLEXY;BRAF mut;KDR mut;MET mut;PTPRB mut;CCND3 amp;FGFR1 amp;MYC amp;KMT2D trunc;NOTCH2 trunc;PBRM1 trunc
A259.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=CHROMOTHRIPSIS;MYC amp;KMT2C trunc;MAP3K1 trunc;ERCC2 germline pathogenic
A25B.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=DDT;MDM4 amp;MYC amp;NKX2-1 amp;NTRK1 amp;PIK3CA amp;SOX2 amp;TERT amp;BRCA1 trunc;GATA3 trunc;XPC germline pathogenic;SMAD4 hetdel & mis
A25S.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=BRC;MALT1 mut;WHSC1 mut;CCND1 amp;FGFR4 amp;MDM4 amp;NTRK1 amp;PDGFRB amp
A25T.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=INVDUP;NOTCH2 mut;PAX3 mut;MYC amp;BAP1 trunc
A25V.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=QUIET;DDB2 trunc
A25W.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=INV;CCND1 amp;NTRK1 amp
A25Y.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=TRANSLOCATION;NTRK1 amp
A262.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=CHROMOTHRIPSIS;BRAF mut;CCNE1 mut;NFATC2 mut;STAT6 mut;SYK mut;MED12 amp;CBLB hetdel & mis;FBXW7 homdel;PTEN homdel
A264.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=CHROMOTHRIPSIS;IL6ST mut;KIT mut;BRAF amp;CCND3 amp;CDK4 amp;CDK6 amp;EGFR amp;MAP2K2 amp;MET amp;NOTCH2 amp;TERT amp
A266.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=BFB;ABL1 mut;BCL11A mut;BCL11B mut;BRD4 mut;CARD11 mut;CBFA2T3 mut;EGFR mut;EWSR1 mut;GNAS mut;ITK mut;KAT6A mut;MET mut;MLLT10 mut;MYH11 mut;NSD1 mut;PAX5 mut;PDGFRA mut;PDGFRB mut;PML mut;PRDM16 mut;PTPRB mut;PTPRK mut;RAC1 mut;ROS1 mut;SMO mut;STAT5B mut;WHSC1L1 mut;MDM4 amp;NOTCH1 amp;ARID2 trunc;NF1 trunc;WRN trunc;BRCA2 hetdel & mis;FBXW7 hetdel & mis;TP53 hetdel & mis
A26A.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=CHROMOTHRIPSIS;BRAF mut;GNA11 mut;NRG1 mut;TCF7L2 mut;BRAF amp;CDK6 amp;EGFR amp;MDM4 amp;MET amp;NOTCH2 amp;NTRK1 amp;CDKN2A trunc;DAXX hetdel & mis
A26C.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=INVDUP;ABL2 mut;ARHGAP26 mut;CBL mut;FLT4 mut;FOXP1 mut;IKZF1 mut;IL7R mut;JAK3 mut;MET mut;NRG1 mut;PAX3 mut;PDGFRB mut;PTPN11 mut;PTPRK mut;RANBP2 mut;RANBP17 mut;RSPO2 mut;SMO mut;BRD4 amp;JUN amp;MAP2K2 amp;MYCL amp;NOTCH2 amp;PDGFB amp;ARID2 trunc;EP300 trunc;NF1 trunc;NF2 trunc;TP53 trunc
A26G.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=PYRGO;MYC amp;TET1 amp;PTEN hetdel & mis;TP53 hetdel & mis
A26J.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=TRANSLOCATION;PLCG1 mut;CCND1 amp;MDM4 amp;NTRK1 amp
A26L.json,tumor_type=UCEC;dataset=TCGA;organ=Uterus;lineage=Endometrial cells;cluster=BRD;ARHGAP26 mut;PPP2R1A mut;ERBB2 amp;JAK2 amp;NTRK1 amp
A26S.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=INV;CTNNB1 mut;JAK3 mut;SF3B1 mut
A27C.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=TRANSLOCATION;FGFR3 mut;STAG2 trunc;CDKN2A homdel
A27F.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=DDT;CCND3 amp;EGFR amp;MAP2K2 amp;MYC amp;MYCL amp;NTRK1 amp;PDGFB amp;TET1 amp;BAP1 trunc;BLM trunc;TP53 trunc
A27H.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=DDT;CREBBP mut;MYC amp;PIK3CA amp;TERT amp;TP53 trunc;CDKN2A hetdel & mis;TP53 hetdel & mis
A28T.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A28V.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;JAK1 mut;BRCA2 germline pathogenic
A29B.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=CHROMOPLEXY;IDH1 mut;KDR mut;KRAS mut;MLLT4 mut;NOTCH2 mut;RAF1 mut;SETBP1 mut;USP6 mut;CCND3 amp;MDM4 amp;NTRK1 amp;RB1 trunc
A2A0.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=SPARSE;ABL2 mut;BRAF mut;BRD3 mut;EZH2 mut;NR4A3 mut;NUP98 mut;PTPRB mut;RUNX1T1 mut;EZH2 hetdel & mis;PBRM1 hetdel & mis
A2BK.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=BRD;ALK amp;CCND3 amp;JAK2 amp;MYC amp;MYCN amp;NTRK1 amp;KMT2D trunc;TP53 hetdel & mis
A2C5.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=BRD;HIST1H3B mut;NCOA2 mut;CCND1 amp;MDM4 amp;MED12 amp;MYCL amp;NTRK1 amp;ARID1A trunc;TP53 hetdel & mis
A2C9.json,tumor_type=BRCA;subtype=BRCA_unknown;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=DDT;ALK mut;ARHGEF12 mut;BRAF amp;CCND2 amp;KRAS amp;MYC amp;NOTCH2 amp;NTRK1 amp;PDGFB amp;PIK3CA amp;RET amp;SOX2 amp;KMT2C trunc;XPC germline pathogenic;NFKBIE hetdel & mis;TP53 hetdel & mis
A2CN.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;NRAS mut
A2CP.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A2CU.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;PTCH1 germline pathogenic
A2DF.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=TYFONAS;BRAF amp;CCNE1 amp;CDK6 amp;FGFR1 amp;JAK2 amp
A2GN.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=TRANSLOCATION;FGFR4 mut;KMT2A mut;NRAS mut;PDGFRA mut;SETBP1 mut;CCND3 amp;NTRK3 amp;PTEN trunc;PTCH1 hetdel & mis
A2GT.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=SPARSE;BRAF mut;ETV1 mut;FGFR2 mut;NUP214 mut;PTPRC mut;APC trunc;TP53 trunc
A2H5.json,tumor_type=UCEC;dataset=TCGA;organ=Uterus;lineage=Endometrial cells;cluster=PYRGO;CCNE1 amp;MYC amp;TP53 hetdel & mis;MAP2K4 homdel
A2HQ.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=PYRGO;ETV5 mut;EZH2 mut;FGFR3 mut;GNAS mut;MDM2 mut;NDRG1 mut;RHOA mut;AKT2 amp;CCND1 amp;MDM2 amp;MYC amp;NOTCH2 amp;KMT2C trunc;KMT2D trunc;STAG2 trunc;CDKN2A homdel
A2HS.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=TRANSLOCATION;FOXP1 mut;MYC amp;AXIN1 trunc
A2HT.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=SPARSE;RAP1GDS1 mut;MDM4 amp;MYC amp;NTRK1 amp
A2IZ.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;MET mut;PTPRC mut;CDK4 amp;ERBB3 amp;JUN amp;MDM2 amp;TERT amp
A2J0.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;CDK4 amp;MDM2 amp;MDM4 amp;NOTCH1 germline pathogenic;NF1 homdel
A2J4.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;CDK4 amp;MDM2 amp
A2KA.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=PYRGO;CTNNB1 mut;NSD1 mut;CCND1 amp;MAP2K2 amp;MDM4 amp;MET amp;MYC amp;NTRK1 amp;ARID2 homdel
A2KB.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=SPARSE;FGFR2 amp;RET amp;TET1 amp;ARID1A trunc;CDKN2A homdel
A2KJ.json,tumor_type=CESC;dataset=TCGA;organ=Cervix;lineage=Cervical squamous epithelium;cluster=BFB;RARA mut;AKT2 amp;FAS homdel;PTEN homdel
A2LA.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=BR;ABL1 mut;KAT6A mut;AKT2 amp;CCNE1 amp;PIK3CA amp;SOX2 amp;TERT amp;KDM6A trunc;KMT2D trunc;RB1 trunc;HNF1A hetdel & mis;TP53 hetdel & mis
A2LK.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=INV;PIK3CA mut;CCND1 amp;FGFR4 amp;MDM4 amp;MYC amp;NTRK1 amp;PDGFRB amp;TERT amp;CDH1 trunc
A2LT.json,tumor_type=CESC;dataset=TCGA;organ=Cervix;lineage=Cervical squamous epithelium;cluster=INVDUP;AKT2 amp;BRD3 amp;JAK2 amp;MED12 amp;NOTCH1 amp;PIK3CA amp;SOX2 amp;TERT amp;FBXW7 homdel;NF2 homdel;SMAD4 homdel
A2LV.json,tumor_type=CESC;dataset=TCGA;organ=Cervix;lineage=Cervical squamous epithelium;cluster=BRD;
A2LY.json,tumor_type=CESC;dataset=TCGA;organ=Cervix;lineage=Cervical squamous epithelium;cluster=BFB;MDM2 mut;PIK3CA amp;SOX2 amp;EP300 trunc;BRCA1 germline pathogenic
A2M5.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=INV;ALK mut;BCL11B mut;BRAF mut;CBFA2T3 mut;CBFB mut;CREBBP mut;EZH2 mut;FGFR1 mut;FOXO4 mut;GNAS mut;IKBKB mut;IKZF1 mut;JAK2 mut;MAP2K1 mut;MLLT4 mut;MYB mut;NFKB2 mut;NOTCH2 mut;NTRK3 mut;NUP98 mut;NUP214 mut;PRDM16 mut;PTPN11 mut;PTPRB mut;PTPRC mut;PTPRK mut;RAC1 mut;STAT3 mut;TCF7L2 mut;CDKN2A trunc;MEN1 trunc;POLE trunc;RAD21 trunc
A2MI.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=DM;BCL11A mut;EGFR mut;ITK mut;NUP214 mut;PTPRB mut;PTPRK mut;RSPO2 mut;TERT mut;NOTCH2 amp;AMER1 trunc;PBRM1 trunc;CDKN2A homdel
A2N1.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=RT;
A2NF.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=TRANSLOCATION;GNAQ mut;SF3B1 mut;CCND1 amp;MYC amp;TERT amp;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;WAS homdel;ZRSR2 homdel
A2OL.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A2OV.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;ARID2 trunc
A2OW.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A2PK.json,tumor_type=CESC;dataset=TCGA;organ=Cervix;lineage=Cervical squamous epithelium;cluster=INV;AKT2 amp;CCND3 amp;CCNE1 amp;JUN amp;MDM4 amp;MYC amp;NOTCH2 amp;NRAS amp;NTRK1 amp;TERT amp;STK11 trunc
A2Q1.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A2Q2.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A2Q8.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=INV;
A2QD.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=SPARSE;
A2QQ.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=CHROMOTHRIPSIS;CTNNB1 mut;MDM4 amp;MYC amp;NTRK1 amp
A2QS.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;BRD4 amp;CCND3 amp;CDK4 amp;MDM2 amp;MET amp;ZRSR2 homdel
A2RE.json,tumor_type=CESC;dataset=TCGA;organ=Cervix;lineage=Cervical squamous epithelium;cluster=BFB;
A2RL.json,tumor_type=CESC;dataset=TCGA;organ=Cervix;lineage=Cervical squamous epithelium;cluster=INVDUP;KRAS mut;WHSC1 mut;PIK3CA amp;SOX2 amp;FAS homdel;PTEN homdel
A2RM.json,tumor_type=CESC;dataset=TCGA;organ=Cervix;lineage=Cervical squamous epithelium;cluster=BFB;MDM4 mut;MLLT10 mut;TET1 mut;AKT2 amp;ALK amp;MYCN amp;NTRK1 amp;PIK3CA amp;SOX2 amp;BRCA2 trunc;BMPR1A hetdel & mis;PALB2 hetdel & mis;PTCH1 hetdel & mis
A3A6.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=QUIET;TSC2 trunc
